Flight_Status,Carrier,Dest,Origin,Weather,Day_Week
ontime,DH,LGA,IAD,0,Sa
ontime,DH,LGA,IAD,0,Sa
ontime,DH,LGA,IAD,0,Sa
delayed,DH,JFK,IAD,0,Sa
ontime,DH,JFK,IAD,0,Sa
ontime,DH,JFK,IAD,0,Sa
ontime,DH,JFK,IAD,0,Sa
ontime,DH,JFK,IAD,0,Sa
ontime,DH,JFK,IAD,0,Sa
ontime,DL,JFK,DCA,0,Sa
ontime,DL,LGA,DCA,0,Sa
delayed,DL,LGA,DCA,0,Sa
ontime,DL,LGA,DCA,0,Sa
ontime,DL,LGA,DCA,0,Sa
ontime,DL,LGA,DCA,0,Sa
ontime,DL,LGA,DCA,0,Sa
ontime,DL,LGA,DCA,0,Sa
ontime,DL,LGA,DCA,0,Sa
ontime,MQ,JFK,DCA,0,Sa
ontime,MQ,JFK,DCA,0,Sa
ontime,MQ,JFK,DCA,0,Sa
ontime,MQ,LGA,DCA,0,Sa
ontime,MQ,LGA,DCA,0,Sa
ontime,UA,LGA,IAD,0,Sa
ontime,US,LGA,DCA,0,Sa
ontime,US,LGA,DCA,0,Sa
ontime,US,LGA,DCA,0,Sa
ontime,US,LGA,DCA,0,Sa
ontime,US,LGA,DCA,0,Sa
ontime,US,LGA,DCA,0,Sa
ontime,US,LGA,DCA,0,Sa
ontime,RU,EWR,BWI,0,Sa
ontime,RU,EWR,BWI,0,Sa
ontime,RU,EWR,BWI,0,Sa
ontime,RU,EWR,BWI,0,Sa
ontime,CO,EWR,DCA,0,Sa
ontime,DH,EWR,IAD,0,Sa
ontime,DH,EWR,IAD,0,Sa
ontime,DH,EWR,IAD,0,Sa
ontime,DH,EWR,IAD,0,Sa
ontime,RU,EWR,IAD,0,Sa
ontime,RU,EWR,DCA,0,Sa
ontime,RU,EWR,IAD,0,Sa
ontime,RU,EWR,DCA,0,Sa
ontime,RU,EWR,IAD,0,Sa
ontime,RU,EWR,DCA,0,Sa
ontime,RU,EWR,DCA,0,Sa
